from,to,ft,factor
MWh,kWh;HHV,Ethane,1000.000000000
MWh;LHV,t,Ethane,0.075806828
MWh;LHV,kg,Ethane,75.806828475
MWh;LHV,metric_ton,Ethane,0.075806828
MWh;LHV,kilometric_ton,Ethane,0.000075807
MWh;LHV,lb,Ethane,167.125448947
MWh;LHV,MWh,Ethane,1.000000000
MWh;LHV,GJ,Ethane,3.600000000
MWh;LHV,GJ;LHV,Ethane,3.600000000
MWh;LHV,kWh,Ethane,1000.000000000
MWh;LHV,kWh;LHV,Ethane,1000.000000000
MWh;LHV,GJ,Ethane,3.600000000
MWh;LHV,GJ;LHV,Ethane,3.600000000
MWh;LHV,MJ,Ethane,3600.000000000
MWh;LHV,MJ;LHV,Ethane,3600.000000000
MWh;LHV,MWh,Ethane,1.000000000
MWh;LHV,pct kWh,Ethane,100000.000000000
MWh;LHV,pct kWh;LHV,Ethane,100000.000000000
MWh;LHV,pct kWh,Ethane,100000.000000000
MWh;LHV,pct kWh;LHV,Ethane,100000.000000000
MWh;LHV,pct MWh,Ethane,100.000000000
MWh;LHV,pct MWh;LHV,Ethane,100.000000000
MWh;LHV,pct MWh,Ethane,100.000000000
MWh;LHV,pct MWh;LHV,Ethane,100.000000000
MWh;LHV,GWh,Ethane,0.001000000
MWh;LHV,GWh;LHV,Ethane,0.001000000
MWh;LHV,MJ,Ethane,3600.000000000
MWh;LHV,MJ;LHV,Ethane,3600.000000000
MWh;LHV,kWh,Ethane,1000.000000000
MWh;LHV,kWh;LHV,Ethane,1000.000000000
MWh;LHV,m³;norm,Ethane,60.159375030
MWh;LHV,m³;std,Ethane,55.945998875
MWh;LHV,m**3;norm,Ethane,60.159375030
MWh;LHV,m**3;std,Ethane,55.945998875
MWh;LHV,L;norm,Ethane,60159.375029762
MWh;LHV,L;std,Ethane,55945.998874541
MWh;HHV,MWh,Ethane,1.000000000
MWh;HHV,GJ,Ethane,3.600000000
MWh;HHV,kWh,Ethane,1000.000000000
MWh;HHV,GJ,Ethane,3.600000000
MWh;HHV,MJ,Ethane,3600.000000000
MWh;HHV,MWh,Ethane,1.000000000
MWh;HHV,pct kWh,Ethane,100000.000000000
MWh;HHV,pct kWh,Ethane,100000.000000000
MWh;HHV,pct MWh,Ethane,100.000000000
MWh;HHV,pct MWh,Ethane,100.000000000
MWh;HHV,GWh,Ethane,0.001000000
MWh;HHV,MJ,Ethane,3600.000000000
MWh;HHV,kWh,Ethane,1000.000000000
kW,kW;LHV,Ethane,1.000000000
kW,kW;HHV,Ethane,1.000000000
kW,MW,Ethane,0.001000000
kW,MW;LHV,Ethane,0.001000000
kW,MW;HHV,Ethane,0.001000000
kW,GJ/a,Ethane,31.536000000
kW,GJ/a;LHV,Ethane,31.536000000
kW,GJ/a;HHV,Ethane,31.536000000
kW,kW;LHV,Ethane,1.000000000
kW,kW;HHV,Ethane,1.000000000
kW,MWh/a,Ethane,8.760000000
kW,MWh/a;LHV,Ethane,8.760000000
kW,MWh/a;HHV,Ethane,8.760000000
kW;LHV,t/a,Ethane,0.664067817
kW;LHV,Mt/a,Ethane,0.000000664
kW;LHV,kg/d,Ethane,1.819363883
kW;LHV,metric_ton/a,Ethane,0.664067817
kW;LHV,kilometric_ton/a,Ethane,0.000664068
kW;LHV,kg/a,Ethane,664.067817441
kW;LHV,kg/day,Ethane,1.819363883
kW;LHV,lb/hour,Ethane,0.167125449
kW;LHV,kW,Ethane,1.000000000
kW;LHV,MW,Ethane,0.001000000
kW;LHV,MW;LHV,Ethane,0.001000000
kW;LHV,GJ/a,Ethane,31.536000000
kW;LHV,GJ/a;LHV,Ethane,31.536000000
kW;LHV,kW,Ethane,1.000000000
kW;LHV,MWh/a,Ethane,8.760000000
kW;LHV,MWh/a;LHV,Ethane,8.760000000
kW;LHV,m³/h;norm,Ethane,0.060159375
kW;LHV,m³/h;std,Ethane,0.055945999
kW;LHV,m³/hour;norm,Ethane,0.060159375
kW;LHV,m³/hour;std,Ethane,0.055945999
kW;HHV,kW,Ethane,1.000000000
kW;HHV,MW,Ethane,0.001000000
kW;HHV,GJ/a,Ethane,31.536000000
kW;HHV,kW,Ethane,1.000000000
kW;HHV,MWh/a,Ethane,8.760000000
pct kWh,MWh,Ethane,0.000010000
pct kWh,MWh;LHV,Ethane,0.000010000
pct kWh,MWh;HHV,Ethane,0.000010000
pct kWh,GJ,Ethane,0.000036000
pct kWh,GJ;LHV,Ethane,0.000036000
pct kWh,GJ;HHV,Ethane,0.000036000
pct kWh,kWh,Ethane,0.010000000
pct kWh,kWh;LHV,Ethane,0.010000000
pct kWh,kWh;HHV,Ethane,0.010000000
pct kWh,GJ,Ethane,0.000036000
pct kWh,GJ;LHV,Ethane,0.000036000
pct kWh,GJ;HHV,Ethane,0.000036000
pct kWh,MJ,Ethane,0.036000000
pct kWh,MJ;LHV,Ethane,0.036000000
pct kWh,MJ;HHV,Ethane,0.036000000
pct kWh,MWh,Ethane,0.000010000
pct kWh,MWh;LHV,Ethane,0.000010000
pct kWh,MWh;HHV,Ethane,0.000010000
pct kWh,pct kWh;LHV,Ethane,1.000000000
pct kWh,pct kWh;HHV,Ethane,1.000000000
pct kWh,pct kWh;LHV,Ethane,1.000000000
pct kWh,pct kWh;HHV,Ethane,1.000000000
pct kWh,pct MWh,Ethane,0.001000000
pct kWh,pct MWh;LHV,Ethane,0.001000000
pct kWh,pct MWh;HHV,Ethane,0.001000000
pct kWh,pct MWh,Ethane,0.001000000
pct kWh,pct MWh;LHV,Ethane,0.001000000
pct kWh,pct MWh;HHV,Ethane,0.001000000
pct kWh,GWh,Ethane,0.000000010
pct kWh,GWh;LHV,Ethane,0.000000010
pct kWh,GWh;HHV,Ethane,0.000000010
pct kWh,MJ,Ethane,0.036000000
pct kWh,MJ;LHV,Ethane,0.036000000
pct kWh,MJ;HHV,Ethane,0.036000000
pct kWh,kWh,Ethane,0.010000000
pct kWh,kWh;LHV,Ethane,0.010000000
pct kWh,kWh;HHV,Ethane,0.010000000
pct kWh;LHV,t,Ethane,0.000000758
pct kWh;LHV,kg,Ethane,0.000758068
pct kWh;LHV,metric_ton,Ethane,0.000000758
pct kWh;LHV,kilometric_ton,Ethane,0.000000001
pct kWh;LHV,lb,Ethane,0.001671254
pct kWh;LHV,MWh,Ethane,0.000010000
pct kWh;LHV,MWh;LHV,Ethane,0.000010000
pct kWh;LHV,GJ,Ethane,0.000036000
pct kWh;LHV,GJ;LHV,Ethane,0.000036000
pct kWh;LHV,kWh,Ethane,0.010000000
pct kWh;LHV,kWh;LHV,Ethane,0.010000000
pct kWh;LHV,GJ,Ethane,0.000036000
pct kWh;LHV,GJ;LHV,Ethane,0.000036000
pct kWh;LHV,MJ,Ethane,0.036000000
pct kWh;LHV,MJ;LHV,Ethane,0.036000000
pct kWh;LHV,MWh,Ethane,0.000010000
pct kWh;LHV,MWh;LHV,Ethane,0.000010000
pct kWh;LHV,pct kWh,Ethane,1.000000000
pct kWh;LHV,pct kWh,Ethane,1.000000000
pct kWh;LHV,pct MWh,Ethane,0.001000000
pct kWh;LHV,pct MWh;LHV,Ethane,0.001000000
pct kWh;LHV,pct MWh,Ethane,0.001000000
pct kWh;LHV,pct MWh;LHV,Ethane,0.001000000
pct kWh;LHV,GWh,Ethane,0.000000010
pct kWh;LHV,GWh;LHV,Ethane,0.000000010
pct kWh;LHV,MJ,Ethane,0.036000000
pct kWh;LHV,MJ;LHV,Ethane,0.036000000
pct kWh;LHV,kWh,Ethane,0.010000000
pct kWh;LHV,kWh;LHV,Ethane,0.010000000
pct kWh;LHV,m³;norm,Ethane,0.000601594
pct kWh;LHV,m³;std,Ethane,0.000559460
pct kWh;LHV,m**3;norm,Ethane,0.000601594
pct kWh;LHV,m**3;std,Ethane,0.000559460
pct kWh;LHV,L;norm,Ethane,0.601593750
pct kWh;LHV,L;std,Ethane,0.559459989
pct kWh;HHV,MWh,Ethane,0.000010000
pct kWh;HHV,GJ,Ethane,0.000036000
pct kWh;HHV,kWh,Ethane,0.010000000
pct kWh;HHV,GJ,Ethane,0.000036000
pct kWh;HHV,MJ,Ethane,0.036000000
pct kWh;HHV,MWh,Ethane,0.000010000
pct kWh;HHV,pct kWh,Ethane,1.000000000
pct kWh;HHV,pct kWh,Ethane,1.000000000
pct kWh;HHV,pct MWh,Ethane,0.001000000
pct kWh;HHV,pct MWh,Ethane,0.001000000
pct kWh;HHV,GWh,Ethane,0.000000010
pct kWh;HHV,MJ,Ethane,0.036000000
pct kWh;HHV,kWh,Ethane,0.010000000
pct kWh,MWh,Ethane,0.000010000
pct kWh,MWh;LHV,Ethane,0.000010000
pct kWh,MWh;HHV,Ethane,0.000010000
pct kWh,GJ,Ethane,0.000036000
pct kWh,GJ;LHV,Ethane,0.000036000
pct kWh,GJ;HHV,Ethane,0.000036000
pct kWh,kWh,Ethane,0.010000000
pct kWh,kWh;LHV,Ethane,0.010000000
pct kWh,kWh;HHV,Ethane,0.010000000
pct kWh,GJ,Ethane,0.000036000
pct kWh,GJ;LHV,Ethane,0.000036000
pct kWh,GJ;HHV,Ethane,0.000036000
pct kWh,MJ,Ethane,0.036000000
pct kWh,MJ;LHV,Ethane,0.036000000
pct kWh,MJ;HHV,Ethane,0.036000000
pct kWh,MWh,Ethane,0.000010000
pct kWh,MWh;LHV,Ethane,0.000010000
pct kWh,MWh;HHV,Ethane,0.000010000
pct kWh,pct kWh;LHV,Ethane,1.000000000
pct kWh,pct kWh;HHV,Ethane,1.000000000
pct kWh,pct kWh;LHV,Ethane,1.000000000
pct kWh,pct kWh;HHV,Ethane,1.000000000
pct kWh,pct MWh,Ethane,0.001000000
pct kWh,pct MWh;LHV,Ethane,0.001000000
pct kWh,pct MWh;HHV,Ethane,0.001000000
pct kWh,pct MWh,Ethane,0.001000000
pct kWh,pct MWh;LHV,Ethane,0.001000000
pct kWh,pct MWh;HHV,Ethane,0.001000000
pct kWh,GWh,Ethane,0.000000010
pct kWh,GWh;LHV,Ethane,0.000000010
pct kWh,GWh;HHV,Ethane,0.000000010
pct kWh,MJ,Ethane,0.036000000
pct kWh,MJ;LHV,Ethane,0.036000000
pct kWh,MJ;HHV,Ethane,0.036000000
pct kWh,kWh,Ethane,0.010000000
pct kWh,kWh;LHV,Ethane,0.010000000
pct kWh,kWh;HHV,Ethane,0.010000000
pct kWh;LHV,t,Ethane,0.000000758
pct kWh;LHV,kg,Ethane,0.000758068
pct kWh;LHV,metric_ton,Ethane,0.000000758
pct kWh;LHV,kilometric_ton,Ethane,0.000000001
pct kWh;LHV,lb,Ethane,0.001671254
pct kWh;LHV,MWh,Ethane,0.000010000
pct kWh;LHV,MWh;LHV,Ethane,0.000010000
pct kWh;LHV,GJ,Ethane,0.000036000
pct kWh;LHV,GJ;LHV,Ethane,0.000036000
pct kWh;LHV,kWh,Ethane,0.010000000
pct kWh;LHV,kWh;LHV,Ethane,0.010000000
pct kWh;LHV,GJ,Ethane,0.000036000
pct kWh;LHV,GJ;LHV,Ethane,0.000036000
pct kWh;LHV,MJ,Ethane,0.036000000
pct kWh;LHV,MJ;LHV,Ethane,0.036000000
pct kWh;LHV,MWh,Ethane,0.000010000
pct kWh;LHV,MWh;LHV,Ethane,0.000010000
pct kWh;LHV,pct kWh,Ethane,1.000000000
pct kWh;LHV,pct kWh,Ethane,1.000000000
pct kWh;LHV,pct MWh,Ethane,0.001000000
pct kWh;LHV,pct MWh;LHV,Ethane,0.001000000
pct kWh;LHV,pct MWh,Ethane,0.001000000
pct kWh;LHV,pct MWh;LHV,Ethane,0.001000000
pct kWh;LHV,GWh,Ethane,0.000000010
pct kWh;LHV,GWh;LHV,Ethane,0.000000010
pct kWh;LHV,MJ,Ethane,0.036000000
pct kWh;LHV,MJ;LHV,Ethane,0.036000000
pct kWh;LHV,kWh,Ethane,0.010000000
pct kWh;LHV,kWh;LHV,Ethane,0.010000000
pct kWh;LHV,m³;norm,Ethane,0.000601594
pct kWh;LHV,m³;std,Ethane,0.000559460
pct kWh;LHV,m**3;norm,Ethane,0.000601594
pct kWh;LHV,m**3;std,Ethane,0.000559460
pct kWh;LHV,L;norm,Ethane,0.601593750
pct kWh;LHV,L;std,Ethane,0.559459989
pct kWh;HHV,MWh,Ethane,0.000010000
pct kWh;HHV,GJ,Ethane,0.000036000
pct kWh;HHV,kWh,Ethane,0.010000000
pct kWh;HHV,GJ,Ethane,0.000036000
pct kWh;HHV,MJ,Ethane,0.036000000
pct kWh;HHV,MWh,Ethane,0.000010000
pct kWh;HHV,pct kWh,Ethane,1.000000000
pct kWh;HHV,pct kWh,Ethane,1.000000000
pct kWh;HHV,pct MWh,Ethane,0.001000000
pct kWh;HHV,pct MWh,Ethane,0.001000000
pct kWh;HHV,GWh,Ethane,0.000000010
pct kWh;HHV,MJ,Ethane,0.036000000
pct kWh;HHV,kWh,Ethane,0.010000000
pct MWh,MWh,Ethane,0.010000000
pct MWh,MWh;LHV,Ethane,0.010000000
pct MWh,MWh;HHV,Ethane,0.010000000
pct MWh,GJ,Ethane,0.036000000
pct MWh,GJ;LHV,Ethane,0.036000000
pct MWh,GJ;HHV,Ethane,0.036000000
pct MWh,kWh,Ethane,10.000000000
pct MWh,kWh;LHV,Ethane,10.000000000
pct MWh,kWh;HHV,Ethane,10.000000000
pct MWh,GJ,Ethane,0.036000000
pct MWh,GJ;LHV,Ethane,0.036000000
pct MWh,GJ;HHV,Ethane,0.036000000
pct MWh,MJ,Ethane,36.000000000
pct MWh,MJ;LHV,Ethane,36.000000000
pct MWh,MJ;HHV,Ethane,36.000000000
pct MWh,MWh,Ethane,0.010000000
pct MWh,MWh;LHV,Ethane,0.010000000
pct MWh,MWh;HHV,Ethane,0.010000000
pct MWh,pct kWh,Ethane,1000.000000000
pct MWh,pct kWh;LHV,Ethane,1000.000000000
pct MWh,pct kWh;HHV,Ethane,1000.000000000
pct MWh,pct kWh,Ethane,1000.000000000
pct MWh,pct kWh;LHV,Ethane,1000.000000000
pct MWh,pct kWh;HHV,Ethane,1000.000000000
pct MWh,pct MWh;LHV,Ethane,1.000000000
pct MWh,pct MWh;HHV,Ethane,1.000000000
pct MWh,pct MWh;LHV,Ethane,1.000000000
pct MWh,pct MWh;HHV,Ethane,1.000000000
pct MWh,GWh,Ethane,0.000010000
pct MWh,GWh;LHV,Ethane,0.000010000
pct MWh,GWh;HHV,Ethane,0.000010000
pct MWh,MJ,Ethane,36.000000000
pct MWh,MJ;LHV,Ethane,36.000000000
pct MWh,MJ;HHV,Ethane,36.000000000
pct MWh,kWh,Ethane,10.000000000
pct MWh,kWh;LHV,Ethane,10.000000000
pct MWh,kWh;HHV,Ethane,10.000000000
pct MWh;LHV,t,Ethane,0.000758068
pct MWh;LHV,kg,Ethane,0.758068285
pct MWh;LHV,metric_ton,Ethane,0.000758068
pct MWh;LHV,kilometric_ton,Ethane,0.000000758
pct MWh;LHV,lb,Ethane,1.671254489
pct MWh;LHV,MWh,Ethane,0.010000000
pct MWh;LHV,MWh;LHV,Ethane,0.010000000
pct MWh;LHV,GJ,Ethane,0.036000000
pct MWh;LHV,GJ;LHV,Ethane,0.036000000
pct MWh;LHV,kWh,Ethane,10.000000000
pct MWh;LHV,kWh;LHV,Ethane,10.000000000
pct MWh;LHV,GJ,Ethane,0.036000000
pct MWh;LHV,GJ;LHV,Ethane,0.036000000
pct MWh;LHV,MJ,Ethane,36.000000000
pct MWh;LHV,MJ;LHV,Ethane,36.000000000
pct MWh;LHV,MWh,Ethane,0.010000000
pct MWh;LHV,MWh;LHV,Ethane,0.010000000
pct MWh;LHV,pct kWh,Ethane,1000.000000000
pct MWh;LHV,pct kWh;LHV,Ethane,1000.000000000
pct MWh;LHV,pct kWh,Ethane,1000.000000000
pct MWh;LHV,pct kWh;LHV,Ethane,1000.000000000
pct MWh;LHV,pct MWh,Ethane,1.000000000
pct MWh;LHV,pct MWh,Ethane,1.000000000
pct MWh;LHV,GWh,Ethane,0.000010000
pct MWh;LHV,GWh;LHV,Ethane,0.000010000
pct MWh;LHV,MJ,Ethane,36.000000000
pct MWh;LHV,MJ;LHV,Ethane,36.000000000
pct MWh;LHV,kWh,Ethane,10.000000000
pct MWh;LHV,kWh;LHV,Ethane,10.000000000
pct MWh;LHV,m³;norm,Ethane,0.601593750
pct MWh;LHV,m³;std,Ethane,0.559459989
pct MWh;LHV,m**3;norm,Ethane,0.601593750
pct MWh;LHV,m**3;std,Ethane,0.559459989
pct MWh;LHV,L;norm,Ethane,601.593750298
pct MWh;LHV,L;std,Ethane,559.459988745
pct MWh;HHV,MWh,Ethane,0.010000000
pct MWh;HHV,GJ,Ethane,0.036000000
pct MWh;HHV,kWh,Ethane,10.000000000
pct MWh;HHV,GJ,Ethane,0.036000000
pct MWh;HHV,MJ,Ethane,36.000000000
pct MWh;HHV,MWh,Ethane,0.010000000
pct MWh;HHV,pct kWh,Ethane,1000.000000000
pct MWh;HHV,pct kWh,Ethane,1000.000000000
pct MWh;HHV,pct MWh,Ethane,1.000000000
pct MWh;HHV,pct MWh,Ethane,1.000000000
pct MWh;HHV,GWh,Ethane,0.000010000
pct MWh;HHV,MJ,Ethane,36.000000000
pct MWh;HHV,kWh,Ethane,10.000000000
MW,kW,Ethane,1000.000000000
MW,kW;LHV,Ethane,1000.000000000
MW,kW;HHV,Ethane,1000.000000000
MW,MW;LHV,Ethane,1.000000000
MW,MW;HHV,Ethane,1.000000000
MW,GJ/a,Ethane,31536.000000000
MW,GJ/a;LHV,Ethane,31536.000000000
MW,GJ/a;HHV,Ethane,31536.000000000
MW,kW,Ethane,1000.000000000
MW,kW;LHV,Ethane,1000.000000000
MW,kW;HHV,Ethane,1000.000000000
MW,MWh/a,Ethane,8760.000000000
MW,MWh/a;LHV,Ethane,8760.000000000
MW,MWh/a;HHV,Ethane,8760.000000000
MW;LHV,t/a,Ethane,664.067817441
MW;LHV,Mt/a,Ethane,0.000664068
MW;LHV,kg/d,Ethane,1819.363883400
MW;LHV,metric_ton/a,Ethane,664.067817441
MW;LHV,kilometric_ton/a,Ethane,0.664067817
MW;LHV,kg/a,Ethane,664067.817441029
MW;LHV,kg/day,Ethane,1819.363883400
MW;LHV,lb/hour,Ethane,167.125448947
MW;LHV,kW,Ethane,1000.000000000
MW;LHV,kW;LHV,Ethane,1000.000000000
MW;LHV,MW,Ethane,1.000000000
MW;LHV,GJ/a,Ethane,31536.000000000
MW;LHV,GJ/a;LHV,Ethane,31536.000000000
MW;LHV,kW,Ethane,1000.000000000
MW;LHV,kW;LHV,Ethane,1000.000000000
MW;LHV,MWh/a,Ethane,8760.000000000
MW;LHV,MWh/a;LHV,Ethane,8760.000000000
MW;LHV,m³/h;norm,Ethane,60.159375030
MW;LHV,m³/h;std,Ethane,55.945998875
MW;LHV,m³/hour;norm,Ethane,60.159375030
MW;LHV,m³/hour;std,Ethane,55.945998875
MW;HHV,kW,Ethane,1000.000000000
MW;HHV,MW,Ethane,1.000000000
MW;HHV,GJ/a,Ethane,31536.000000000
MW;HHV,kW,Ethane,1000.000000000
MW;HHV,MWh/a,Ethane,8760.000000000
GJ/a,kW,Ethane,0.031709792
GJ/a,kW;LHV,Ethane,0.031709792
GJ/a,kW;HHV,Ethane,0.031709792
GJ/a,MW,Ethane,0.000031710
GJ/a,MW;LHV,Ethane,0.000031710
GJ/a,MW;HHV,Ethane,0.000031710
GJ/a,GJ/a;LHV,Ethane,1.000000000
GJ/a,GJ/a;HHV,Ethane,1.000000000
GJ/a,kW,Ethane,0.031709792
GJ/a,kW;LHV,Ethane,0.031709792
GJ/a,kW;HHV,Ethane,0.031709792
GJ/a,MWh/a,Ethane,0.277777778
GJ/a,MWh/a;LHV,Ethane,0.277777778
GJ/a,MWh/a;HHV,Ethane,0.277777778
GJ/a;LHV,t/a,Ethane,0.021057452
GJ/a;LHV,Mt/a,Ethane,0.000000021
GJ/a;LHV,kg/d,Ethane,0.057691650
GJ/a;LHV,metric_ton/a,Ethane,0.021057452
GJ/a;LHV,kilometric_ton/a,Ethane,0.000021057
GJ/a;LHV,kg/a,Ethane,21.057452354
GJ/a;LHV,kg/day,Ethane,0.057691650
GJ/a;LHV,lb/hour,Ethane,0.005299513
GJ/a;LHV,kW,Ethane,0.031709792
GJ/a;LHV,kW;LHV,Ethane,0.031709792
GJ/a;LHV,MW,Ethane,0.000031710
GJ/a;LHV,MW;LHV,Ethane,0.000031710
GJ/a;LHV,GJ/a,Ethane,1.000000000
GJ/a;LHV,kW,Ethane,0.031709792
GJ/a;LHV,kW;LHV,Ethane,0.031709792
GJ/a;LHV,MWh/a,Ethane,0.277777778
GJ/a;LHV,MWh/a;LHV,Ethane,0.277777778
GJ/a;LHV,m³/h;norm,Ethane,0.001907641
GJ/a;LHV,m³/h;std,Ethane,0.001774036
GJ/a;LHV,m³/hour;norm,Ethane,0.001907641
GJ/a;LHV,m³/hour;std,Ethane,0.001774036
GJ/a;HHV,kW,Ethane,0.031709792
GJ/a;HHV,MW,Ethane,0.000031710
GJ/a;HHV,GJ/a,Ethane,1.000000000
GJ/a;HHV,kW,Ethane,0.031709792
GJ/a;HHV,MWh/a,Ethane,0.277777778
pct MWh,MWh,Ethane,0.010000000
pct MWh,MWh;LHV,Ethane,0.010000000
pct MWh,MWh;HHV,Ethane,0.010000000
pct MWh,GJ,Ethane,0.036000000
pct MWh,GJ;LHV,Ethane,0.036000000
pct MWh,GJ;HHV,Ethane,0.036000000
pct MWh,kWh,Ethane,10.000000000
pct MWh,kWh;LHV,Ethane,10.000000000
pct MWh,kWh;HHV,Ethane,10.000000000
pct MWh,GJ,Ethane,0.036000000
pct MWh,GJ;LHV,Ethane,0.036000000
pct MWh,GJ;HHV,Ethane,0.036000000
pct MWh,MJ,Ethane,36.000000000
pct MWh,MJ;LHV,Ethane,36.000000000
pct MWh,MJ;HHV,Ethane,36.000000000
pct MWh,MWh,Ethane,0.010000000
pct MWh,MWh;LHV,Ethane,0.010000000
pct MWh,MWh;HHV,Ethane,0.010000000
pct MWh,pct kWh,Ethane,1000.000000000
pct MWh,pct kWh;LHV,Ethane,1000.000000000
pct MWh,pct kWh;HHV,Ethane,1000.000000000
pct MWh,pct kWh,Ethane,1000.000000000
pct MWh,pct kWh;LHV,Ethane,1000.000000000
pct MWh,pct kWh;HHV,Ethane,1000.000000000
pct MWh,pct MWh;LHV,Ethane,1.000000000
pct MWh,pct MWh;HHV,Ethane,1.000000000
pct MWh,pct MWh;LHV,Ethane,1.000000000
pct MWh,pct MWh;HHV,Ethane,1.000000000
pct MWh,GWh,Ethane,0.000010000
pct MWh,GWh;LHV,Ethane,0.000010000
pct MWh,GWh;HHV,Ethane,0.000010000
pct MWh,MJ,Ethane,36.000000000
pct MWh,MJ;LHV,Ethane,36.000000000
pct MWh,MJ;HHV,Ethane,36.000000000
pct MWh,kWh,Ethane,10.000000000
pct MWh,kWh;LHV,Ethane,10.000000000
pct MWh,kWh;HHV,Ethane,10.000000000
pct MWh;LHV,t,Ethane,0.000758068
pct MWh;LHV,kg,Ethane,0.758068285
pct MWh;LHV,metric_ton,Ethane,0.000758068
pct MWh;LHV,kilometric_ton,Ethane,0.000000758
pct MWh;LHV,lb,Ethane,1.671254489
pct MWh;LHV,MWh,Ethane,0.010000000
pct MWh;LHV,MWh;LHV,Ethane,0.010000000
pct MWh;LHV,GJ,Ethane,0.036000000
pct MWh;LHV,GJ;LHV,Ethane,0.036000000
pct MWh;LHV,kWh,Ethane,10.000000000
pct MWh;LHV,kWh;LHV,Ethane,10.000000000
pct MWh;LHV,GJ,Ethane,0.036000000
pct MWh;LHV,GJ;LHV,Ethane,0.036000000
pct MWh;LHV,MJ,Ethane,36.000000000
pct MWh;LHV,MJ;LHV,Ethane,36.000000000
pct MWh;LHV,MWh,Ethane,0.010000000
pct MWh;LHV,MWh;LHV,Ethane,0.010000000
pct MWh;LHV,pct kWh,Ethane,1000.000000000
pct MWh;LHV,pct kWh;LHV,Ethane,1000.000000000
pct MWh;LHV,pct kWh,Ethane,1000.000000000
pct MWh;LHV,pct kWh;LHV,Ethane,1000.000000000
pct MWh;LHV,pct MWh,Ethane,1.000000000
pct MWh;LHV,pct MWh,Ethane,1.000000000
pct MWh;LHV,GWh,Ethane,0.000010000
pct MWh;LHV,GWh;LHV,Ethane,0.000010000
pct MWh;LHV,MJ,Ethane,36.000000000
pct MWh;LHV,MJ;LHV,Ethane,36.000000000
pct MWh;LHV,kWh,Ethane,10.000000000
pct MWh;LHV,kWh;LHV,Ethane,10.000000000
pct MWh;LHV,m³;norm,Ethane,0.601593750
pct MWh;LHV,m³;std,Ethane,0.559459989
pct MWh;LHV,m**3;norm,Ethane,0.601593750
pct MWh;LHV,m**3;std,Ethane,0.559459989
pct MWh;LHV,L;norm,Ethane,601.593750298
pct MWh;LHV,L;std,Ethane,559.459988745
pct MWh;HHV,MWh,Ethane,0.010000000
pct MWh;HHV,GJ,Ethane,0.036000000
pct MWh;HHV,kWh,Ethane,10.000000000
pct MWh;HHV,GJ,Ethane,0.036000000
pct MWh;HHV,MJ,Ethane,36.000000000
pct MWh;HHV,MWh,Ethane,0.010000000
pct MWh;HHV,pct kWh,Ethane,1000.000000000
pct MWh;HHV,pct kWh,Ethane,1000.000000000
pct MWh;HHV,pct MWh,Ethane,1.000000000
pct MWh;HHV,pct MWh,Ethane,1.000000000
pct MWh;HHV,GWh,Ethane,0.000010000
pct MWh;HHV,MJ,Ethane,36.000000000
pct MWh;HHV,kWh,Ethane,10.000000000
kW,kW;LHV,Ethane,1.000000000
kW,kW;HHV,Ethane,1.000000000
kW,MW,Ethane,0.001000000
kW,MW;LHV,Ethane,0.001000000
kW,MW;HHV,Ethane,0.001000000
kW,GJ/a,Ethane,31.536000000
kW,GJ/a;LHV,Ethane,31.536000000
kW,GJ/a;HHV,Ethane,31.536000000
kW,kW;LHV,Ethane,1.000000000
kW,kW;HHV,Ethane,1.000000000
kW,MWh/a,Ethane,8.760000000
kW,MWh/a;LHV,Ethane,8.760000000
kW,MWh/a;HHV,Ethane,8.760000000
kW;LHV,t/a,Ethane,0.664067817
kW;LHV,Mt/a,Ethane,0.000000664
kW;LHV,kg/d,Ethane,1.819363883
kW;LHV,metric_ton/a,Ethane,0.664067817
kW;LHV,kilometric_ton/a,Ethane,0.000664068
kW;LHV,kg/a,Ethane,664.067817441
kW;LHV,kg/day,Ethane,1.819363883
kW;LHV,lb/hour,Ethane,0.167125449
kW;LHV,kW,Ethane,1.000000000
kW;LHV,MW,Ethane,0.001000000
kW;LHV,MW;LHV,Ethane,0.001000000
kW;LHV,GJ/a,Ethane,31.536000000
kW;LHV,GJ/a;LHV,Ethane,31.536000000
kW;LHV,kW,Ethane,1.000000000
kW;LHV,MWh/a,Ethane,8.760000000
kW;LHV,MWh/a;LHV,Ethane,8.760000000
kW;LHV,m³/h;norm,Ethane,0.060159375
kW;LHV,m³/h;std,Ethane,0.055945999
kW;LHV,m³/hour;norm,Ethane,0.060159375
kW;LHV,m³/hour;std,Ethane,0.055945999
kW;HHV,kW,Ethane,1.000000000
kW;HHV,MW,Ethane,0.001000000
kW;HHV,GJ/a,Ethane,31.536000000
kW;HHV,kW,Ethane,1.000000000
kW;HHV,MWh/a,Ethane,8.760000000
GWh,MWh,Ethane,1000.000000000
GWh,MWh;LHV,Ethane,1000.000000000
GWh,MWh;HHV,Ethane,1000.000000000
GWh,GJ,Ethane,3600.000000000
GWh,GJ;LHV,Ethane,3600.000000000
GWh,GJ;HHV,Ethane,3600.000000000
GWh,kWh,Ethane,1000000.000000000
GWh,kWh;LHV,Ethane,1000000.000000000
GWh,kWh;HHV,Ethane,1000000.000000000
GWh,GJ,Ethane,3600.000000000
GWh,GJ;LHV,Ethane,3600.000000000
GWh,GJ;HHV,Ethane,3600.000000000
