from,to,ft,factor
t,pct MWh;LHV,Diesel,1188.663852928
t,pct MWh;HHV,Diesel,1271.301207592
t,GWh;LHV,Diesel,0.011886639
t,GWh;HHV,Diesel,0.012713012
t,MJ;LHV,Diesel,42791.898705399
t,MJ;HHV,Diesel,45766.843473319
t,kWh;LHV,Diesel,11886.638529278
t,kWh;HHV,Diesel,12713.012075922
t,m³;norm,Diesel,1.195267377
t,m³;std,Diesel,1.195267377
t,m**3;norm,Diesel,1.195267377
t,m**3;std,Diesel,1.195267377
t,L;norm,Diesel,1195.267377329
t,L;std,Diesel,1195.267377329
kg,t,Diesel,0.001000000
kg,metric_ton,Diesel,0.001000000
kg,kilometric_ton,Diesel,0.000001000
kg,lb,Diesel,2.204622622
kg,MWh;LHV,Diesel,0.011886639
kg,MWh;HHV,Diesel,0.012713012
kg,GJ;LHV,Diesel,0.042791899
kg,GJ;HHV,Diesel,0.045766843
kg,kWh;LHV,Diesel,11.886638529
kg,kWh;HHV,Diesel,12.713012076
kg,GJ;LHV,Diesel,0.042791899
kg,GJ;HHV,Diesel,0.045766843
kg,MJ;LHV,Diesel,42.791898705
kg,MJ;HHV,Diesel,45.766843473
kg,MWh;LHV,Diesel,0.011886639
kg,MWh;HHV,Diesel,0.012713012
kg,pct kWh;LHV,Diesel,1188.663852928
kg,pct kWh;HHV,Diesel,1271.301207592
kg,pct kWh;LHV,Diesel,1188.663852928
kg,pct kWh;HHV,Diesel,1271.301207592
kg,pct MWh;LHV,Diesel,1.188663853
kg,pct MWh;HHV,Diesel,1.271301208
kg,pct MWh;LHV,Diesel,1.188663853
kg,pct MWh;HHV,Diesel,1.271301208
kg,GWh;LHV,Diesel,0.000011887
kg,GWh;HHV,Diesel,0.000012713
kg,MJ;LHV,Diesel,42.791898705
kg,MJ;HHV,Diesel,45.766843473
kg,kWh;LHV,Diesel,11.886638529
kg,kWh;HHV,Diesel,12.713012076
kg,m³;norm,Diesel,0.001195267
kg,m³;std,Diesel,0.001195267
kg,m**3;norm,Diesel,0.001195267
kg,m**3;std,Diesel,0.001195267
kg,L;norm,Diesel,1.195267377
kg,L;std,Diesel,1.195267377
Mt/a,t/a,Diesel,1000000.000000000
Mt/a,kg/d,Diesel,2739726.027397260
Mt/a,metric_ton/a,Diesel,1000000.000000000
Mt/a,kilometric_ton/a,Diesel,1000.000000000
Mt/a,kg/a,Diesel,1000000000.000000000
Mt/a,kg/day,Diesel,2739726.027397260
Mt/a,lb/hour,Diesel,251669.249069495
Mt/a,kW;LHV,Diesel,1356922.206538540
Mt/a,kW;HHV,Diesel,1451257.086292446
Mt/a,MW;LHV,Diesel,1356.922206539
Mt/a,MW;HHV,Diesel,1451.257086292
Mt/a,GJ/a;LHV,Diesel,42791898.705399409
Mt/a,GJ/a;HHV,Diesel,45766843.473318584
Mt/a,kW;LHV,Diesel,1356922.206538540
Mt/a,kW;HHV,Diesel,1451257.086292446
Mt/a,MWh/a;LHV,Diesel,11886638.529277613
Mt/a,MWh/a;HHV,Diesel,12713012.075921830
Mt/a,m³/h;norm,Diesel,nan
Mt/a,m³/h;std,Diesel,nan
Mt/a,m³/hour;norm,Diesel,nan
Mt/a,m³/hour;std,Diesel,nan
kg/d,t/a,Diesel,0.365000000
kg/d,Mt/a,Diesel,0.000000365
kg/d,metric_ton/a,Diesel,0.365000000
kg/d,kilometric_ton/a,Diesel,0.000365000
kg/d,kg/a,Diesel,365.000000000
kg/d,kg/day,Diesel,1.000000000
kg/d,lb/hour,Diesel,0.091859276
kg/d,kW;LHV,Diesel,0.495276605
kg/d,kW;HHV,Diesel,0.529708836
kg/d,MW;LHV,Diesel,0.000495277
kg/d,MW;HHV,Diesel,0.000529709
kg/d,GJ/a;LHV,Diesel,15.619043027
kg/d,GJ/a;HHV,Diesel,16.704897868
kg/d,kW;LHV,Diesel,0.495276605
kg/d,kW;HHV,Diesel,0.529708836
kg/d,MWh/a;LHV,Diesel,4.338623063
kg/d,MWh/a;HHV,Diesel,4.640249408
kg/d,m³/h;norm,Diesel,nan
kg/d,m³/h;std,Diesel,nan
kg/d,m³/hour;norm,Diesel,nan
kg/d,m³/hour;std,Diesel,nan
metric_ton/a,t/a,Diesel,1.000000000
metric_ton/a,Mt/a,Diesel,0.000001000
metric_ton/a,kg/d,Diesel,2.739726027
metric_ton/a,kilometric_ton/a,Diesel,0.001000000
metric_ton/a,kg/a,Diesel,1000.000000000
metric_ton/a,kg/day,Diesel,2.739726027
metric_ton/a,lb/hour,Diesel,0.251669249
metric_ton/a,kW;LHV,Diesel,1.356922207
metric_ton/a,kW;HHV,Diesel,1.451257086
metric_ton/a,MW;LHV,Diesel,0.001356922
metric_ton/a,MW;HHV,Diesel,0.001451257
metric_ton/a,GJ/a;LHV,Diesel,42.791898705
metric_ton/a,GJ/a;HHV,Diesel,45.766843473
metric_ton/a,kW;LHV,Diesel,1.356922207
metric_ton/a,kW;HHV,Diesel,1.451257086
metric_ton/a,MWh/a;LHV,Diesel,11.886638529
metric_ton/a,MWh/a;HHV,Diesel,12.713012076
metric_ton/a,m³/h;norm,Diesel,nan
metric_ton/a,m³/h;std,Diesel,nan
metric_ton/a,m³/hour;norm,Diesel,nan
metric_ton/a,m³/hour;std,Diesel,nan
metric_ton,t,Diesel,1.000000000
metric_ton,kg,Diesel,1000.000000000
metric_ton,kilometric_ton,Diesel,0.001000000
metric_ton,lb,Diesel,2204.622621849
metric_ton,MWh;LHV,Diesel,11.886638529
metric_ton,MWh;HHV,Diesel,12.713012076
metric_ton,GJ;LHV,Diesel,42.791898705
metric_ton,GJ;HHV,Diesel,45.766843473
metric_ton,kWh;LHV,Diesel,11886.638529278
metric_ton,kWh;HHV,Diesel,12713.012075922
metric_ton,GJ;LHV,Diesel,42.791898705
metric_ton,GJ;HHV,Diesel,45.766843473
metric_ton,MJ;LHV,Diesel,42791.898705399
metric_ton,MJ;HHV,Diesel,45766.843473319
metric_ton,MWh;LHV,Diesel,11.886638529
metric_ton,MWh;HHV,Diesel,12.713012076
metric_ton,pct kWh;LHV,Diesel,1188663.852927761
metric_ton,pct kWh;HHV,Diesel,1271301.207592183
metric_ton,pct kWh;LHV,Diesel,1188663.852927761
metric_ton,pct kWh;HHV,Diesel,1271301.207592183
metric_ton,pct MWh;LHV,Diesel,1188.663852928
metric_ton,pct MWh;HHV,Diesel,1271.301207592
metric_ton,pct MWh;LHV,Diesel,1188.663852928
metric_ton,pct MWh;HHV,Diesel,1271.301207592
metric_ton,GWh;LHV,Diesel,0.011886639
metric_ton,GWh;HHV,Diesel,0.012713012
metric_ton,MJ;LHV,Diesel,42791.898705399
metric_ton,MJ;HHV,Diesel,45766.843473319
metric_ton,kWh;LHV,Diesel,11886.638529278
metric_ton,kWh;HHV,Diesel,12713.012075922
metric_ton,m³;norm,Diesel,1.195267377
metric_ton,m³;std,Diesel,1.195267377
metric_ton,m**3;norm,Diesel,1.195267377
metric_ton,m**3;std,Diesel,1.195267377
metric_ton,L;norm,Diesel,1195.267377329
metric_ton,L;std,Diesel,1195.267377329
kilometric_ton/a,t/a,Diesel,1000.000000000
kilometric_ton/a,Mt/a,Diesel,0.001000000
kilometric_ton/a,kg/d,Diesel,2739.726027397
kilometric_ton/a,metric_ton/a,Diesel,1000.000000000
kilometric_ton/a,kg/a,Diesel,1000000.000000000
kilometric_ton/a,kg/day,Diesel,2739.726027397
kilometric_ton/a,lb/hour,Diesel,251.669249069
kilometric_ton/a,kW;LHV,Diesel,1356.922206539
kilometric_ton/a,kW;HHV,Diesel,1451.257086292
kilometric_ton/a,MW;LHV,Diesel,1.356922207
kilometric_ton/a,MW;HHV,Diesel,1.451257086
kilometric_ton/a,GJ/a;LHV,Diesel,42791.898705399
kilometric_ton/a,GJ/a;HHV,Diesel,45766.843473319
kilometric_ton/a,kW;LHV,Diesel,1356.922206539
kilometric_ton/a,kW;HHV,Diesel,1451.257086292
kilometric_ton/a,MWh/a;LHV,Diesel,11886.638529278
kilometric_ton/a,MWh/a;HHV,Diesel,12713.012075922
kilometric_ton/a,m³/h;norm,Diesel,nan
kilometric_ton/a,m³/h;std,Diesel,nan
kilometric_ton/a,m³/hour;norm,Diesel,nan
kilometric_ton/a,m³/hour;std,Diesel,nan
kilometric_ton,t,Diesel,1000.000000000
kilometric_ton,kg,Diesel,1000000.000000000
kilometric_ton,metric_ton,Diesel,1000.000000000
kilometric_ton,lb,Diesel,2204622.621848776
kilometric_ton,MWh;LHV,Diesel,11886.638529278
kilometric_ton,MWh;HHV,Diesel,12713.012075922
kilometric_ton,GJ;LHV,Diesel,42791.898705399
kilometric_ton,GJ;HHV,Diesel,45766.843473319
kilometric_ton,kWh;LHV,Diesel,11886638.529277613
kilometric_ton,kWh;HHV,Diesel,12713012.075921830
kilometric_ton,GJ;LHV,Diesel,42791.898705399
kilometric_ton,GJ;HHV,Diesel,45766.843473319
kilometric_ton,MJ;LHV,Diesel,42791898.705399409
kilometric_ton,MJ;HHV,Diesel,45766843.473318584
kilometric_ton,MWh;LHV,Diesel,11886.638529278
kilometric_ton,MWh;HHV,Diesel,12713.012075922
kilometric_ton,pct kWh;LHV,Diesel,1188663852.927761316
kilometric_ton,pct kWh;HHV,Diesel,1271301207.592182875
kilometric_ton,pct kWh;LHV,Diesel,1188663852.927761316
kilometric_ton,pct kWh;HHV,Diesel,1271301207.592182875
kilometric_ton,pct MWh;LHV,Diesel,1188663.852927761
kilometric_ton,pct MWh;HHV,Diesel,1271301.207592183
kilometric_ton,pct MWh;LHV,Diesel,1188663.852927761
kilometric_ton,pct MWh;HHV,Diesel,1271301.207592183
kilometric_ton,GWh;LHV,Diesel,11.886638529
kilometric_ton,GWh;HHV,Diesel,12.713012076
kilometric_ton,MJ;LHV,Diesel,42791898.705399409
kilometric_ton,MJ;HHV,Diesel,45766843.473318584
kilometric_ton,kWh;LHV,Diesel,11886638.529277613
kilometric_ton,kWh;HHV,Diesel,12713012.075921830
kilometric_ton,m³;norm,Diesel,1195.267377329
kilometric_ton,m³;std,Diesel,1195.267377329
kilometric_ton,m**3;norm,Diesel,1195.267377329
kilometric_ton,m**3;std,Diesel,1195.267377329
kilometric_ton,L;norm,Diesel,1195267.377328702
kilometric_ton,L;std,Diesel,1195267.377328702
kg/a,t/a,Diesel,0.001000000
kg/a,Mt/a,Diesel,0.000000001
kg/a,kg/d,Diesel,0.002739726
kg/a,metric_ton/a,Diesel,0.001000000
kg/a,kilometric_ton/a,Diesel,0.000001000
kg/a,kg/day,Diesel,0.002739726
kg/a,lb/hour,Diesel,0.000251669
kg/a,kW;LHV,Diesel,0.001356922
kg/a,kW;HHV,Diesel,0.001451257
kg/a,MW;LHV,Diesel,0.000001357
kg/a,MW;HHV,Diesel,0.000001451
kg/a,GJ/a;LHV,Diesel,0.042791899
kg/a,GJ/a;HHV,Diesel,0.045766843
kg/a,kW;LHV,Diesel,0.001356922
kg/a,kW;HHV,Diesel,0.001451257
kg/a,MWh/a;LHV,Diesel,0.011886639
kg/a,MWh/a;HHV,Diesel,0.012713012
kg/a,m³/h;norm,Diesel,nan
kg/a,m³/h;std,Diesel,nan
kg/a,m³/hour;norm,Diesel,nan
kg/a,m³/hour;std,Diesel,nan
kg/day,t/a,Diesel,0.365000000
kg/day,Mt/a,Diesel,0.000000365
kg/day,kg/d,Diesel,1.000000000
kg/day,metric_ton/a,Diesel,0.365000000
kg/day,kilometric_ton/a,Diesel,0.000365000
kg/day,kg/a,Diesel,365.000000000
kg/day,lb/hour,Diesel,0.091859276
kg/day,kW;LHV,Diesel,0.495276605
kg/day,kW;HHV,Diesel,0.529708836
kg/day,MW;LHV,Diesel,0.000495277
kg/day,MW;HHV,Diesel,0.000529709
kg/day,GJ/a;LHV,Diesel,15.619043027
kg/day,GJ/a;HHV,Diesel,16.704897868
kg/day,kW;LHV,Diesel,0.495276605
kg/day,kW;HHV,Diesel,0.529708836
kg/day,MWh/a;LHV,Diesel,4.338623063
kg/day,MWh/a;HHV,Diesel,4.640249408
kg/day,m³/h;norm,Diesel,nan
kg/day,m³/h;std,Diesel,nan
kg/day,m³/hour;norm,Diesel,nan
kg/day,m³/hour;std,Diesel,nan
lb,t,Diesel,0.000453592
lb,kg,Diesel,0.453592370
lb,metric_ton,Diesel,0.000453592
lb,kilometric_ton,Diesel,0.000000454
lb,MWh;LHV,Diesel,0.005391689
lb,MWh;HHV,Diesel,0.005766525
lb,GJ;LHV,Diesel,0.019410079
lb,GJ;HHV,Diesel,0.020759491
lb,kWh;LHV,Diesel,5.391688542
lb,kWh;HHV,Diesel,5.766525277
lb,GJ;LHV,Diesel,0.019410079
lb,GJ;HHV,Diesel,0.020759491
lb,MJ;LHV,Diesel,19.410078751
lb,MJ;HHV,Diesel,20.759490998
lb,MWh;LHV,Diesel,0.005391689
lb,MWh;HHV,Diesel,0.005766525
lb,pct kWh;LHV,Diesel,539.168854183
lb,pct kWh;HHV,Diesel,576.652527736
lb,pct kWh;LHV,Diesel,539.168854183
lb,pct kWh;HHV,Diesel,576.652527736
lb,pct MWh;LHV,Diesel,0.539168854
lb,pct MWh;HHV,Diesel,0.576652528
lb,pct MWh;LHV,Diesel,0.539168854
lb,pct MWh;HHV,Diesel,0.576652528
lb,GWh;LHV,Diesel,0.000005392
lb,GWh;HHV,Diesel,0.000005767
lb,MJ;LHV,Diesel,19.410078751
lb,MJ;HHV,Diesel,20.759490998
lb,kWh;LHV,Diesel,5.391688542
lb,kWh;HHV,Diesel,5.766525277
lb,m³;norm,Diesel,0.000542164
lb,m³;std,Diesel,0.000542164
lb,m**3;norm,Diesel,0.000542164
lb,m**3;std,Diesel,0.000542164
lb,L;norm,Diesel,0.542164162
lb,L;std,Diesel,0.542164162
lb/hour,t/a,Diesel,3.973469161
lb/hour,Mt/a,Diesel,0.000003973
lb/hour,kg/d,Diesel,10.886216880
lb/hour,metric_ton/a,Diesel,3.973469161
lb/hour,kilometric_ton/a,Diesel,0.003973469
lb/hour,kg/a,Diesel,3973.469161200
lb/hour,kg/day,Diesel,10.886216880
lb/hour,kW;LHV,Diesel,5.391688542
lb/hour,kW;HHV,Diesel,5.766525277
lb/hour,MW;LHV,Diesel,0.005391689
lb/hour,MW;HHV,Diesel,0.005766525
lb/hour,GJ/a;LHV,Diesel,170.032289855
lb/hour,GJ/a;HHV,Diesel,181.853141147
lb/hour,kW;LHV,Diesel,5.391688542
lb/hour,kW;HHV,Diesel,5.766525277
lb/hour,MWh/a;LHV,Diesel,47.231191626
lb/hour,MWh/a;HHV,Diesel,50.514761430
lb/hour,m³/h;norm,Diesel,nan
lb/hour,m³/h;std,Diesel,nan
lb/hour,m³/hour;norm,Diesel,nan
lb/hour,m³/hour;std,Diesel,nan
MWh,MWh;LHV,Diesel,1.000000000
MWh,MWh;HHV,Diesel,1.000000000
MWh,GJ,Diesel,3.600000000
MWh,GJ;LHV,Diesel,3.600000000
MWh,GJ;HHV,Diesel,3.600000000
MWh,kWh,Diesel,1000.000000000
MWh,kWh;LHV,Diesel,1000.000000000
MWh,kWh;HHV,Diesel,1000.000000000
MWh,GJ,Diesel,3.600000000
MWh,GJ;LHV,Diesel,3.600000000
MWh,GJ;HHV,Diesel,3.600000000
MWh,MJ,Diesel,3600.000000000
MWh,MJ;LHV,Diesel,3600.000000000
MWh,MJ;HHV,Diesel,3600.000000000
MWh,MWh;LHV,Diesel,1.000000000
MWh,MWh;HHV,Diesel,1.000000000
MWh,pct kWh,Diesel,100000.000000000
MWh,pct kWh;LHV,Diesel,100000.000000000
MWh,pct kWh;HHV,Diesel,100000.000000000
MWh,pct kWh,Diesel,100000.000000000
MWh,pct kWh;LHV,Diesel,100000.000000000
MWh,pct kWh;HHV,Diesel,100000.000000000
MWh,pct MWh,Diesel,100.000000000
MWh,pct MWh;LHV,Diesel,100.000000000
MWh,pct MWh;HHV,Diesel,100.000000000
MWh,pct MWh,Diesel,100.000000000
MWh,pct MWh;LHV,Diesel,100.000000000
MWh,pct MWh;HHV,Diesel,100.000000000
MWh,GWh,Diesel,0.001000000
MWh,GWh;LHV,Diesel,0.001000000
MWh,GWh;HHV,Diesel,0.001000000
MWh,MJ,Diesel,3600.000000000
MWh,MJ;LHV,Diesel,3600.000000000
MWh,MJ;HHV,Diesel,3600.000000000
MWh,kWh,Diesel,1000.000000000
MWh,kWh;LHV,Diesel,1000.000000000
MWh,kWh;HHV,Diesel,1000.000000000
MWh;LHV,t,Diesel,0.084128074
MWh;LHV,kg,Diesel,84.128073512
MWh;LHV,metric_ton,Diesel,0.084128074
MWh;LHV,kilometric_ton,Diesel,0.000084128
MWh;LHV,lb,Diesel,185.470653997
MWh;LHV,MWh,Diesel,1.000000000
MWh;LHV,MWh;HHV,Diesel,0.934997816
MWh;LHV,GJ,Diesel,3.600000000
MWh;LHV,GJ;LHV,Diesel,3.600000000
MWh;LHV,GJ;HHV,Diesel,3.365992139
MWh;LHV,kWh,Diesel,1000.000000000
MWh;LHV,kWh;LHV,Diesel,1000.000000000
MWh;LHV,kWh;HHV,Diesel,934.997816276
MWh;LHV,GJ,Diesel,3.600000000
MWh;LHV,GJ;LHV,Diesel,3.600000000
MWh;LHV,GJ;HHV,Diesel,3.365992139
MWh;LHV,MJ,Diesel,3600.000000000
MWh;LHV,MJ;LHV,Diesel,3600.000000000
MWh;LHV,MJ;HHV,Diesel,3365.992138594
MWh;LHV,MWh,Diesel,1.000000000
MWh;LHV,MWh;HHV,Diesel,0.934997816
MWh;LHV,pct kWh,Diesel,100000.000000000
MWh;LHV,pct kWh;LHV,Diesel,100000.000000000
MWh;LHV,pct kWh;HHV,Diesel,93499.781627602
MWh;LHV,pct kWh,Diesel,100000.000000000
MWh;LHV,pct kWh;LHV,Diesel,100000.000000000
MWh;LHV,pct kWh;HHV,Diesel,93499.781627602
MWh;LHV,pct MWh,Diesel,100.000000000
MWh;LHV,pct MWh;LHV,Diesel,100.000000000
MWh;LHV,pct MWh;HHV,Diesel,93.499781628
MWh;LHV,pct MWh,Diesel,100.000000000
MWh;LHV,pct MWh;LHV,Diesel,100.000000000
MWh;LHV,pct MWh;HHV,Diesel,93.499781628
MWh;LHV,GWh,Diesel,0.001000000
MWh;LHV,GWh;LHV,Diesel,0.001000000
MWh;LHV,GWh;HHV,Diesel,0.000934998
MWh;LHV,MJ,Diesel,3600.000000000
MWh;LHV,MJ;LHV,Diesel,3600.000000000
MWh;LHV,MJ;HHV,Diesel,3365.992138594
MWh;LHV,kWh,Diesel,1000.000000000
MWh;LHV,kWh;LHV,Diesel,1000.000000000
MWh;LHV,kWh;HHV,Diesel,934.997816276
MWh;LHV,m³;norm,Diesel,0.100555542
MWh;LHV,m³;std,Diesel,0.100555542
MWh;LHV,m**3;norm,Diesel,0.100555542
MWh;LHV,m**3;std,Diesel,0.100555542
MWh;LHV,L;norm,Diesel,100.555541786
MWh;LHV,L;std,Diesel,100.555541786
MWh;HHV,t,Diesel,0.078659565
MWh;HHV,kg,Diesel,78.659565021
MWh;HHV,metric_ton,Diesel,0.078659565
MWh;HHV,kilometric_ton,Diesel,0.000078660
MWh;HHV,lb,Diesel,173.414656470
MWh;HHV,MWh,Diesel,1.000000000
MWh;HHV,MWh;LHV,Diesel,1.069521214
MWh;HHV,GJ,Diesel,3.600000000
MWh;HHV,GJ;LHV,Diesel,3.850276372
MWh;HHV,GJ;HHV,Diesel,3.600000000
MWh;HHV,kWh,Diesel,1000.000000000
MWh;HHV,kWh;LHV,Diesel,1069.521214480
MWh;HHV,kWh;HHV,Diesel,1000.000000000
MWh;HHV,GJ,Diesel,3.600000000
MWh;HHV,GJ;LHV,Diesel,3.850276372
MWh;HHV,GJ;HHV,Diesel,3.600000000
MWh;HHV,MJ,Diesel,3600.000000000
MWh;HHV,MJ;LHV,Diesel,3850.276372129
MWh;HHV,MJ;HHV,Diesel,3600.000000000
MWh;HHV,MWh,Diesel,1.000000000
MWh;HHV,MWh;LHV,Diesel,1.069521214
MWh;HHV,pct kWh,Diesel,100000.000000000
MWh;HHV,pct kWh;LHV,Diesel,106952.121448034
MWh;HHV,pct kWh;HHV,Diesel,100000.000000000
MWh;HHV,pct kWh,Diesel,100000.000000000
MWh;HHV,pct kWh;LHV,Diesel,106952.121448034
MWh;HHV,pct kWh;HHV,Diesel,100000.000000000
MWh;HHV,pct MWh,Diesel,100.000000000
MWh;HHV,pct MWh;LHV,Diesel,106.952121448
MWh;HHV,pct MWh;HHV,Diesel,100.000000000
MWh;HHV,pct MWh,Diesel,100.000000000
MWh;HHV,pct MWh;LHV,Diesel,106.952121448
MWh;HHV,pct MWh;HHV,Diesel,100.000000000
MWh;HHV,GWh,Diesel,0.001000000
MWh;HHV,GWh;LHV,Diesel,0.001069521
MWh;HHV,GWh;HHV,Diesel,0.001000000
MWh;HHV,MJ,Diesel,3600.000000000
MWh;HHV,MJ;LHV,Diesel,3850.276372129
MWh;HHV,MJ;HHV,Diesel,3600.000000000
MWh;HHV,kWh,Diesel,1000.000000000
MWh;HHV,kWh;LHV,Diesel,1069.521214480
MWh;HHV,kWh;HHV,Diesel,1000.000000000
MWh;HHV,m³;norm,Diesel,0.094019212
MWh;HHV,m³;std,Diesel,0.094019212
MWh;HHV,m**3;norm,Diesel,0.094019212
MWh;HHV,m**3;std,Diesel,0.094019212
MWh;HHV,L;norm,Diesel,94.019211985
MWh;HHV,L;std,Diesel,94.019211985
GJ,MWh,Diesel,0.277777778
GJ,MWh;LHV,Diesel,0.277777778
GJ,MWh;HHV,Diesel,0.277777778
GJ,GJ;LHV,Diesel,1.000000000
GJ,GJ;HHV,Diesel,1.000000000
GJ,kWh,Diesel,277.777777778
GJ,kWh;LHV,Diesel,277.777777778
GJ,kWh;HHV,Diesel,277.777777778
GJ,GJ;LHV,Diesel,1.000000000
GJ,GJ;HHV,Diesel,1.000000000
GJ,MJ,Diesel,1000.000000000
GJ,MJ;LHV,Diesel,1000.000000000
GJ,MJ;HHV,Diesel,1000.000000000
GJ,MWh,Diesel,0.277777778
GJ,MWh;LHV,Diesel,0.277777778
GJ,MWh;HHV,Diesel,0.277777778
GJ,pct kWh,Diesel,27777.777777778
GJ,pct kWh;LHV,Diesel,27777.777777778
GJ,pct kWh;HHV,Diesel,27777.777777778
GJ,pct kWh,Diesel,27777.777777778
GJ,pct kWh;LHV,Diesel,27777.777777778
GJ,pct kWh;HHV,Diesel,27777.777777778
GJ,pct MWh,Diesel,27.777777778
GJ,pct MWh;LHV,Diesel,27.777777778
GJ,pct MWh;HHV,Diesel,27.777777778
GJ,pct MWh,Diesel,27.777777778
GJ,pct MWh;LHV,Diesel,27.777777778
GJ,pct MWh;HHV,Diesel,27.777777778
GJ,GWh,Diesel,0.000277778
GJ,GWh;LHV,Diesel,0.000277778
GJ,GWh;HHV,Diesel,0.000277778
GJ,MJ,Diesel,1000.000000000
GJ,MJ;LHV,Diesel,1000.000000000
GJ,MJ;HHV,Diesel,1000.000000000
GJ,kWh,Diesel,277.777777778
GJ,kWh;LHV,Diesel,277.777777778
GJ,kWh;HHV,Diesel,277.777777778
GJ;LHV,t,Diesel,0.023368909
GJ;LHV,kg,Diesel,23.368909309
GJ;LHV,metric_ton,Diesel,0.023368909
GJ;LHV,kilometric_ton,Diesel,0.000023369
GJ;LHV,lb,Diesel,51.519626110
GJ;LHV,MWh,Diesel,0.277777778
GJ;LHV,MWh;LHV,Diesel,0.277777778
GJ;LHV,MWh;HHV,Diesel,0.259721616
GJ;LHV,GJ,Diesel,1.000000000
GJ;LHV,GJ;HHV,Diesel,0.934997816
GJ;LHV,kWh,Diesel,277.777777778
GJ;LHV,kWh;LHV,Diesel,277.777777778
GJ;LHV,kWh;HHV,Diesel,259.721615632
GJ;LHV,GJ,Diesel,1.000000000
GJ;LHV,GJ;HHV,Diesel,0.934997816
GJ;LHV,MJ,Diesel,1000.000000000
GJ;LHV,MJ;LHV,Diesel,1000.000000000
GJ;LHV,MJ;HHV,Diesel,934.997816276
GJ;LHV,MWh,Diesel,0.277777778
GJ;LHV,MWh;LHV,Diesel,0.277777778
GJ;LHV,MWh;HHV,Diesel,0.259721616
GJ;LHV,pct kWh,Diesel,27777.777777778
GJ;LHV,pct kWh;LHV,Diesel,27777.777777778
GJ;LHV,pct kWh;HHV,Diesel,25972.161563223
GJ;LHV,pct kWh,Diesel,27777.777777778
GJ;LHV,pct kWh;LHV,Diesel,27777.777777778
GJ;LHV,pct kWh;HHV,Diesel,25972.161563223
GJ;LHV,pct MWh,Diesel,27.777777778
GJ;LHV,pct MWh;LHV,Diesel,27.777777778
GJ;LHV,pct MWh;HHV,Diesel,25.972161563
GJ;LHV,pct MWh,Diesel,27.777777778
GJ;LHV,pct MWh;LHV,Diesel,27.777777778
GJ;LHV,pct MWh;HHV,Diesel,25.972161563
GJ;LHV,GWh,Diesel,0.000277778
GJ;LHV,GWh;LHV,Diesel,0.000277778
GJ;LHV,GWh;HHV,Diesel,0.000259722
GJ;LHV,MJ,Diesel,1000.000000000
GJ;LHV,MJ;LHV,Diesel,1000.000000000
GJ;LHV,MJ;HHV,Diesel,934.997816276
GJ;LHV,kWh,Diesel,277.777777778
GJ;LHV,kWh;LHV,Diesel,277.777777778
GJ;LHV,kWh;HHV,Diesel,259.721615632
GJ;LHV,m³;norm,Diesel,0.027932095
GJ;LHV,m³;std,Diesel,0.027932095
GJ;LHV,m**3;norm,Diesel,0.027932095
GJ;LHV,m**3;std,Diesel,0.027932095
GJ;LHV,L;norm,Diesel,27.932094941
GJ;LHV,L;std,Diesel,27.932094941
GJ;HHV,t,Diesel,0.021849879
GJ;HHV,kg,Diesel,21.849879173
GJ;HHV,metric_ton,Diesel,0.021849879
GJ;HHV,kilometric_ton,Diesel,0.000021850
GJ;HHV,lb,Diesel,48.170737908
GJ;HHV,MWh,Diesel,0.277777778
GJ;HHV,MWh;LHV,Diesel,0.297089226
GJ;HHV,MWh;HHV,Diesel,0.277777778
GJ;HHV,GJ,Diesel,1.000000000
GJ;HHV,GJ;LHV,Diesel,1.069521214
GJ;HHV,kWh,Diesel,277.777777778
GJ;HHV,kWh;LHV,Diesel,297.089226245
GJ;HHV,kWh;HHV,Diesel,277.777777778
GJ;HHV,GJ,Diesel,1.000000000
GJ;HHV,GJ;LHV,Diesel,1.069521214
GJ;HHV,MJ,Diesel,1000.000000000
GJ;HHV,MJ;LHV,Diesel,1069.521214480
GJ;HHV,MJ;HHV,Diesel,1000.000000000
GJ;HHV,MWh,Diesel,0.277777778
GJ;HHV,MWh;LHV,Diesel,0.297089226
GJ;HHV,MWh;HHV,Diesel,0.277777778
GJ;HHV,pct kWh,Diesel,27777.777777778
GJ;HHV,pct kWh;LHV,Diesel,29708.922624454
GJ;HHV,pct kWh;HHV,Diesel,27777.777777778
GJ;HHV,pct kWh,Diesel,27777.777777778
GJ;HHV,pct kWh;LHV,Diesel,29708.922624454
GJ;HHV,pct kWh;HHV,Diesel,27777.777777778
GJ;HHV,pct MWh,Diesel,27.777777778
GJ;HHV,pct MWh;LHV,Diesel,29.708922624
GJ;HHV,pct MWh;HHV,Diesel,27.777777778
GJ;HHV,pct MWh,Diesel,27.777777778
GJ;HHV,pct MWh;LHV,Diesel,29.708922624
GJ;HHV,pct MWh;HHV,Diesel,27.777777778
GJ;HHV,GWh,Diesel,0.000277778
GJ;HHV,GWh;LHV,Diesel,0.000297089
GJ;HHV,GWh;HHV,Diesel,0.000277778
GJ;HHV,MJ,Diesel,1000.000000000
GJ;HHV,MJ;LHV,Diesel,1069.521214480
GJ;HHV,MJ;HHV,Diesel,1000.000000000
GJ;HHV,kWh,Diesel,277.777777778
GJ;HHV,kWh;LHV,Diesel,297.089226245
GJ;HHV,kWh;HHV,Diesel,277.777777778
GJ;HHV,m³;norm,Diesel,0.026116448
GJ;HHV,m³;std,Diesel,0.026116448
