,,capex,,,,,670,,EUR,,,,,"DECHEMA, 2017",Table 35
,,fopex_tot,,,,,100,,EUR,,,,,"DECHEMA, 2017",Table 35
,,energy_dem,elec,,,,0.3,,GJ,,,,,"IEA Ammonia Tech Roadmap, 2021",Table 1.2
,,energy_dem,ng,Feedstock,,,21,,GJ,,,,,"IEA Ammonia Tech Roadmap, 2021",Table 1.2
,,energy_dem,ng,Fuel,,,11.1,,GJ,,,,,"IEA Ammonia Tech Roadmap, 2021",Table 1.2
,,energy_dem,ng,,,,29.7,2.1,GJ,,,,,"European Commission BAT, 2007",Table 2.14
